# Input,ChemicalName,ChemicalID,CasRN,GeneSymbol,GeneID,Organism,OrganismID,Interaction,InteractionActions,PubMedIDs
bmp7,11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid,C016780,64280-14-4,BMP7,655,Homo sapiens,9606,[Cannabinoids results in increased abundance of 11-nor-delta(9)-tetrahydrocannabinol-9-carboxylic acid] which affects the methylation of BMP7 gene,affects^methylation|increases^abundance,30521419
tgfbr2,Bleomycin,D001761,11056-06-7,TGFBR2,7048,Mus musculus,10090,[CCL12 protein co-treated with Dinoprostone] affects the reaction [Bleomycin results in increased expression of TGFBR2 mRNA],affects^cotreatment|affects^reaction|increases^expression,28434932
tgfbr2,Bleomycin,D001761,11056-06-7,TGFBR2,7048,Mus musculus,10090,[HIF1A protein co-treated with Dinoprostone] affects the reaction [Bleomycin results in increased expression of TGFBR2 mRNA],affects^cotreatment|affects^reaction|increases^expression,28434932
tgfbr2,Bleomycin,D001761,11056-06-7,TGFBR2,7048,Mus musculus,10090,[MMP3 protein co-treated with Dinoprostone] affects the reaction [Bleomycin results in increased expression of TGFBR2 mRNA],affects^cotreatment|affects^reaction|increases^expression,28434932
tgfbr2,bromochloroacetic acid,C099813,,TGFBR2,7048,Rattus norvegicus,10116,bromochloroacetic acid results in increased expression of TGFBR2 mRNA,increases^expression,16460773
tgfbr2,Buthionine Sulfoximine,D019328,5072-26-4,TGFBR2,7048,Rattus norvegicus,10116,Buthionine Sulfoximine inhibits the reaction [Acetylcysteine results in decreased expression of TGFBR2 mRNA],decreases^expression|decreases^reaction,17602960
tgfbr2,Buthionine Sulfoximine,D019328,5072-26-4,TGFBR2,7048,Rattus norvegicus,10116,Buthionine Sulfoximine inhibits the reaction [Acetylcysteine results in decreased expression of TGFBR2 protein],decreases^expression|decreases^reaction,17602960
tgfbr2,Buthionine Sulfoximine,D019328,5072-26-4,TGFBR2,7048,Rattus norvegicus,10116,Buthionine Sulfoximine inhibits the reaction [Curcumin results in decreased expression of TGFBR2 mRNA],decreases^expression|decreases^reaction,17602960
tgfbr2,Buthionine Sulfoximine,D019328,5072-26-4,TGFBR2,7048,Rattus norvegicus,10116,Buthionine Sulfoximine inhibits the reaction [Curcumin results in decreased expression of TGFBR2 protein],decreases^expression|decreases^reaction,17602960
tgfbr2,Cacodylic Acid,D002101,75-60-5,TGFBR2,7048,Rattus norvegicus,10116,Cacodylic Acid results in increased expression of TGFBR2 mRNA,increases^expression,17481689
tgfbr2,Cadmium,D002104,7440-43-9,TGFBR2,7048,Homo sapiens,9606,Cadmium results in increased expression of TGFBR2 mRNA,increases^expression,22562489
tgfbr2,Cadmium Chloride,D019256,10108-64-2,TGFBR2,7048,Homo sapiens,9606,Cadmium Chloride results in decreased expression of TGFBR2 mRNA,decreases^expression,26472689
tgfbr2,Cadmium Chloride,D019256,10108-64-2,TGFBR2,7048,Sus scrofa,9823,Cadmium Chloride results in increased expression of TGFBR2 mRNA,increases^expression,33626375
tgfbr2,Caffeine,D002110,58-08-2,TGFBR2,7048,Homo sapiens,9606,Caffeine affects the phosphorylation of TGFBR2 protein,affects^phosphorylation,35688186
tgfbr2,Calcitriol,D002117,32222-06-3,TGFBR2,7048,Homo sapiens,9606,Calcitriol results in increased expression of TGFBR2 mRNA,increases^expression,21592394
tgfbr2,Calcitriol,D002117,32222-06-3,TGFBR2,7048,Homo sapiens,9606,[Testosterone co-treated with Calcitriol] results in increased expression of TGFBR2 mRNA,affects^cotreatment|increases^expression,21592394
tgfbr2,candesartan cilexetil,C077793,145040-37-5,TGFBR2,7048,Rattus norvegicus,10116,candesartan cilexetil inhibits the reaction [sodium arsenite results in increased expression of TGFBR2 protein],decreases^reaction|increases^expression,27889505
tgfbr2,Cannabidiol,D002185,13956-29-1,TGFBR2,7048,Rattus norvegicus,10116,Cannabidiol affects the methylation of TGFBR2 gene,affects^methylation,30521419
tgfbr2,Carbamazepine,D002220,298-46-4,TGFBR2,7048,Homo sapiens,9606,Carbamazepine affects the expression of TGFBR2 mRNA,affects^expression,25979313
tgfbr2,Carbon Tetrachloride,D002251,56-23-5,TGFBR2,7048,Mus musculus,10090,[Carbon Tetrachloride co-treated with Diethylnitrosamine] results in increased expression of TGFBR2 mRNA,affects^cotreatment|increases^expression,26778414
tgfbr2,Carbon Tetrachloride,D002251,56-23-5,TGFBR2,7048,Mus musculus,10090,Carbon Tetrachloride results in increased expression of TGFBR2 mRNA,increases^expression,25827057
tgfbr2,Carbon Tetrachloride,D002251,56-23-5,TGFBR2,7048,Rattus norvegicus,10116,Carbon Tetrachloride results in increased expression of TGFBR2 mRNA,increases^expression,15818738|16872305|17163593
tgfbr2,Carbon Tetrachloride,D002251,56-23-5,TGFBR2,7048,Rattus norvegicus,10116,"Drugs, Chinese Herbal inhibits the reaction [Carbon Tetrachloride results in increased expression of TGFBR2 mRNA]",decreases^reaction|increases^expression,15818738|17163593
tgfbr2,Carbon Tetrachloride,D002251,56-23-5,TGFBR2,7048,Rattus norvegicus,10116,Perindopril inhibits the reaction [Carbon Tetrachloride results in increased expression of TGFBR2 mRNA],decreases^reaction|increases^expression,16872305
tgfbr2,Carbon Tetrachloride,D002251,56-23-5,TGFBR2,7048,Rattus norvegicus,10116,Valsartan inhibits the reaction [Carbon Tetrachloride results in increased expression of TGFBR2 mRNA],decreases^reaction|increases^expression,16872305
tgfbr2,Cellulose,D002482,9004-34-6,TGFBR2,7048,Mus musculus,10090,[perfluorooctane sulfonic acid co-treated with Cellulose] results in increased expression of TGFBR2 mRNA,affects^cotreatment|increases^expression,36331819
tgfbr2,CGP 52608,C092451,87958-67-6,TGFBR2,7048,Homo sapiens,9606,CGP 52608 promotes the reaction [RORA protein binds to TGFBR2 gene],affects^binding|increases^reaction,28238834
tgfbr2,Chelating Agents,D002614,,TGFBR2,7048,Homo sapiens,9606,[Chelating Agents binds to Copper] which results in increased expression of TGFBR2 mRNA,affects^binding|increases^expression,30911355
tgfbr2,chlorophyllin,C007020,15611-43-5,TGFBR2,7048,Mesocricetus auratus,10036,"chlorophyllin inhibits the reaction [9,10-Dimethyl-1,2-benzanthracene results in increased expression of TGFBR2 mRNA]",decreases^reaction|increases^expression,22485181
tgfbr2,chlorophyllin,C007020,15611-43-5,TGFBR2,7048,Mesocricetus auratus,10036,"chlorophyllin inhibits the reaction [9,10-Dimethyl-1,2-benzanthracene results in increased expression of TGFBR2 protein]",decreases^reaction|increases^expression,22485181
tgfbr2,chloropicrin,C100187,76-06-2,TGFBR2,7048,Homo sapiens,9606,chloropicrin results in decreased expression of TGFBR2 mRNA,decreases^expression,26352163|28476498
tgfbr2,Cholecalciferol,D002762,67-97-0,TGFBR2,7048,Mus musculus,10090,Cholecalciferol results in increased expression of TGFBR2 mRNA,increases^expression,17170073
tgfbr2,chromium hexavalent ion,C074702,18540-29-9,TGFBR2,7048,Mus musculus,10090,chromium hexavalent ion affects the expression of TGFBR2 mRNA,affects^expression,28472532
tgfbr2,CI 1044,C418118,,TGFBR2,7048,Rattus norvegicus,10116,CI 1044 results in increased expression of TGFBR2 mRNA,increases^expression,17569694
tgfbr2,Cisplatin,D002945,15663-27-1,TGFBR2,7048,Mus musculus,10090,Cisplatin results in increased expression of TGFBR2 mRNA,increases^expression,21151649
tgfbr2,cobaltous chloride,C018021,7646-79-9,TGFBR2,7048,Homo sapiens,9606,cobaltous chloride results in decreased expression of TGFBR2 mRNA,decreases^expression,19320972
tgfbr2,Copper,D003300,7440-50-8,TGFBR2,7048,Homo sapiens,9606,[Chelating Agents binds to Copper] which results in increased expression of TGFBR2 mRNA,affects^binding|increases^expression,30911355
tgfbr2,Copper,D003300,7440-50-8,TGFBR2,7048,Mus musculus,10090,[ATP7A gene mutant form results in increased abundance of Copper] which results in increased expression of TGFBR2 mRNA,increases^abundance|increases^expression,15467011
tgfbr2,Copper Sulfate,D019327,7758-98-7,TGFBR2,7048,Homo sapiens,9606,Copper Sulfate results in increased expression of TGFBR2 mRNA,increases^expression,19549813
tgfbr2,Curcumin,D003474,458-37-7,TGFBR2,7048,Rattus norvegicus,10116,Buthionine Sulfoximine inhibits the reaction [Curcumin results in decreased expression of TGFBR2 mRNA],decreases^expression|decreases^reaction,17602960
tgfbr2,Curcumin,D003474,458-37-7,TGFBR2,7048,Rattus norvegicus,10116,Buthionine Sulfoximine inhibits the reaction [Curcumin results in decreased expression of TGFBR2 protein],decreases^expression|decreases^reaction,17602960
tgfbr2,Curcumin,D003474,458-37-7,TGFBR2,7048,Rattus norvegicus,10116,Curcumin results in decreased expression of TGFBR2 mRNA,decreases^expression,17602960
tgfbr2,Curcumin,D003474,458-37-7,TGFBR2,7048,Rattus norvegicus,10116,Curcumin results in decreased expression of TGFBR2 protein,decreases^expression,16959952|17602960
tgfbr2,Cycloheximide,D003513,66-81-9,TGFBR2,7048,Homo sapiens,9606,Cycloheximide inhibits the reaction [tolfenamic acid results in decreased expression of TGFBR2 protein],decreases^expression|decreases^reaction,31381904
tgfbr2,Cyclophosphamide,D003520,50-18-0,TGFBR2,7048,Mus musculus,10090,Cyclophosphamide results in increased expression of TGFBR2 mRNA,increases^expression,21041162
tgfbr2,Cyclosporine,D016572,59865-13-3,TGFBR2,7048,Homo sapiens,9606,Cyclosporine results in decreased expression of TGFBR2 mRNA,decreases^expression,20106945
tgfbr2,Cyclosporine,D016572,59865-13-3,TGFBR2,7048,Rattus norvegicus,10116,Cyclosporine results in increased expression of TGFBR2 protein,increases^expression,16980036
tgfbr2,cyproconazole,C093628,,TGFBR2,7048,Mus musculus,10090,cyproconazole results in increased expression of TGFBR2 mRNA,increases^expression,22334560
tgfbr2,Cysteine,D003545,52-90-4,TGFBR2,7048,Rattus norvegicus,10116,Cysteine results in decreased expression of TGFBR2 protein,decreases^expression,15158331
tgfbr2,decamethrin,C017180,52820-00-5,TGFBR2,7048,Mus musculus,10090,decamethrin affects the expression of TGFBR2 mRNA,affects^expression,37019170
tgfbr2,Decitabine,D000077209,2353-33-5,TGFBR2,7048,Mus musculus,10090,Decitabine results in increased expression of TGFBR2 mRNA,increases^expression,27915011
tgfbr2,Decitabine,D000077209,2353-33-5,TGFBR2,7048,Rattus norvegicus,10116,[Decitabine affects the methylation of TGFBR2 protein] which affects the expression of TGFBR2 mRNA,affects^expression|affects^methylation,18381416
tgfbr2,deguelin,C107676,522-17-8,TGFBR2,7048,Homo sapiens,9606,deguelin results in decreased expression of TGFBR2 mRNA,decreases^expression,33512557
tgfbr2,deoxynivalenol,C007262,51481-10-8,TGFBR2,7048,Sus scrofa,9823,deoxynivalenol results in increased expression of TGFBR2 mRNA,increases^expression,35307453
tgfbr2,Dexamethasone,D003907,50-02-2,TGFBR2,7048,Gallus gallus,9031,Dexamethasone results in increased expression of TGFBR2 mRNA,increases^expression,34464682
tgfbr2,Dexamethasone,D003907,50-02-2,TGFBR2,7048,Homo sapiens,9606,Dexamethasone results in increased expression of TGFBR2 mRNA,increases^expression,12732289|12782123
tgfbr2,Dexamethasone,D003907,50-02-2,TGFBR2,7048,Homo sapiens,9606,[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of TGFBR2 mRNA,affects^cotreatment|increases^expression,28628672
tgfbr2,Dexamethasone,D003907,50-02-2,TGFBR2,7048,Mus musculus,10090,Dexamethasone results in increased expression of TGFBR2 mRNA,increases^expression,21041162
tgfbr2,Dextroamphetamine,D003913,51-64-9,TGFBR2,7048,Mus musculus,10090,Dextroamphetamine results in increased expression of TGFBR2 mRNA,increases^expression,12205029
tgfbr2,Dextroamphetamine,D003913,51-64-9,TGFBR2,7048,Mus musculus,10090,SOD1 inhibits the reaction [Dextroamphetamine results in increased expression of TGFBR2 mRNA],decreases^reaction|increases^expression,12205029
tgfbr2,Diazepam,D003975,439-14-5,TGFBR2,7048,Homo sapiens,9606,Diazepam results in increased expression of TGFBR2 mRNA,increases^expression,19114084
tgfbr2,Dietary Fats,D004041,,TGFBR2,7048,Mus musculus,10090,Dietary Fats results in decreased expression of TGFBR2 mRNA,decreases^expression,25016146
tgfbr2,Dietary Fats,D004041,,TGFBR2,7048,Mus musculus,10090,Dietary Fats results in increased expression of TGFBR2 mRNA,increases^expression,22609946
tgfbr2,Diethylhexyl Phthalate,D004051,117-81-7,TGFBR2,7048,Homo sapiens,9606,Diethylhexyl Phthalate results in increased expression of TGFBR2 mRNA,increases^expression,31163220
tgfbr2,Diethylnitrosamine,D004052,55-18-5,TGFBR2,7048,Mus musculus,10090,[Carbon Tetrachloride co-treated with Diethylnitrosamine] results in increased expression of TGFBR2 mRNA,affects^cotreatment|increases^expression,26778414
tgfbr2,Diethylnitrosamine,D004052,55-18-5,TGFBR2,7048,Mus musculus,10090,Diethylnitrosamine results in increased expression of TGFBR2 mRNA,increases^expression,24535843
tgfbr2,Diethylnitrosamine,D004052,55-18-5,TGFBR2,7048,Rattus norvegicus,10116,[Diethylnitrosamine co-treated with Phenobarbital] results in decreased expression of TGFBR2 mRNA,affects^cotreatment|decreases^expression,8001232
tgfbr2,Diethylnitrosamine,D004052,55-18-5,TGFBR2,7048,Rattus norvegicus,10116,[Diethylnitrosamine co-treated with Phenobarbital] results in decreased expression of TGFBR2 protein,affects^cotreatment|decreases^expression,8001232
tgfbr2,Diethylnitrosamine,D004052,55-18-5,TGFBR2,7048,Rattus norvegicus,10116,[Phenobarbital co-treated with Diethylnitrosamine] results in decreased expression of TGFBR2 mRNA,affects^cotreatment|decreases^expression,8565130
tgfbr2,Diethylstilbestrol,D004054,56-53-1,TGFBR2,7048,Mus musculus,10090,Diethylstilbestrol results in increased expression of TGFBR2 mRNA,increases^expression,21041162
tgfbr2,Dimethylnitrosamine,D004128,62-75-9,TGFBR2,7048,Oryzias latipes,8090,Dimethylnitrosamine results in increased expression of TGFBR2 mRNA,increases^expression,23197195
tgfbr2,Dimethylnitrosamine,D004128,62-75-9,TGFBR2,7048,Rattus norvegicus,10116,Dimethylnitrosamine results in increased expression of TGFBR2 protein,increases^expression,16009107
tgfbr2,Dimethylnitrosamine,D004128,62-75-9,TGFBR2,7048,Rattus norvegicus,10116,salvianolic acid B inhibits the reaction [Dimethylnitrosamine results in increased expression of TGFBR2 protein],decreases^reaction|increases^expression,16009107
tgfbr2,Dinoprostone,D015232,363-24-6,TGFBR2,7048,Mus musculus,10090,[CCL12 protein co-treated with Dinoprostone] affects the reaction [Bleomycin results in increased expression of TGFBR2 mRNA],affects^cotreatment|affects^reaction|increases^expression,28434932
tgfbr2,Dinoprostone,D015232,363-24-6,TGFBR2,7048,Mus musculus,10090,[HIF1A protein co-treated with Dinoprostone] affects the reaction [Bleomycin results in increased expression of TGFBR2 mRNA],affects^cotreatment|affects^reaction|increases^expression,28434932
tgfbr2,Dinoprostone,D015232,363-24-6,TGFBR2,7048,Mus musculus,10090,[MMP3 protein co-treated with Dinoprostone] affects the reaction [Bleomycin results in increased expression of TGFBR2 mRNA],affects^cotreatment|affects^reaction|increases^expression,28434932
tgfbr2,Diuron,D004237,330-54-1,TGFBR2,7048,Rattus norvegicus,10116,Diuron results in decreased expression of TGFBR2 mRNA,decreases^expression,21551480
tgfbr2,Doxorubicin,D004317,23214-92-8,TGFBR2,7048,Homo sapiens,9606,Doxorubicin affects the expression of TGFBR2 mRNA,affects^expression,29803840
tgfbr2,Doxorubicin,D004317,23214-92-8,TGFBR2,7048,Mus musculus,10090,[[MT1 protein co-treated with MT2 protein] affects the susceptibility to Doxorubicin] which affects the expression of TGFBR2 mRNA,affects^cotreatment|affects^expression|affects^response to substance,21040762
tgfbr2,Doxycycline,D004318,564-25-0,TGFBR2,7048,Mus musculus,10090,Doxycycline inhibits the reaction [Isoproterenol results in increased expression of TGFBR2 mRNA],decreases^reaction|increases^expression,18089841
tgfbr2,"Drugs, Chinese Herbal",D004365,,TGFBR2,7048,Rattus norvegicus,10116,"Drugs, Chinese Herbal inhibits the reaction [Carbon Tetrachloride results in increased expression of TGFBR2 mRNA]",decreases^reaction|increases^expression,15818738|17163593
tgfbr2,Dust,D004391,,TGFBR2,7048,Homo sapiens,9606,Dust results in decreased expression of TGFBR2 mRNA,decreases^expression,26622952
tgfbr2,Ellagic Acid,D004610,476-66-4,TGFBR2,7048,Mesocricetus auratus,10036,"Ellagic Acid inhibits the reaction [9,10-Dimethyl-1,2-benzanthracene results in increased expression of TGFBR2 mRNA]",decreases^reaction|increases^expression,22485181
tgfbr2,Ellagic Acid,D004610,476-66-4,TGFBR2,7048,Mesocricetus auratus,10036,"Ellagic Acid inhibits the reaction [9,10-Dimethyl-1,2-benzanthracene results in increased expression of TGFBR2 protein]",decreases^reaction|increases^expression,22485181
tgfbr2,epigallocatechin gallate,C045651,989-51-5,TGFBR2,7048,Bos taurus,9913,epigallocatechin gallate inhibits the reaction [IL1B protein results in decreased expression of TGFBR2 mRNA],decreases^expression|decreases^reaction,16206353
tgfbr2,epoxiconazole,C109476,,TGFBR2,7048,Mus musculus,10090,epoxiconazole results in decreased expression of TGFBR2 mRNA,decreases^expression,35436446
tgfbr2,epoxiconazole,C109476,,TGFBR2,7048,Mus musculus,10090,epoxiconazole results in increased expression of TGFBR2 mRNA,increases^expression,22334560
tgfbr2,Estradiol,D004958,50-28-2,TGFBR2,7048,Homo sapiens,9606,[Estradiol co-treated with EGF protein] results in increased expression of TGFBR2 mRNA,affects^cotreatment|increases^expression,24758408
tgfbr2,Estradiol,D004958,50-28-2,TGFBR2,7048,Mus musculus,10090,Estradiol results in increased expression of TGFBR2 mRNA,increases^expression,19484750
tgfbr2,Estradiol,D004958,50-28-2,TGFBR2,7048,Rattus norvegicus,10116,Estradiol affects the expression of TGFBR2 mRNA,affects^expression,32145629
tgfbr2,Estradiol,D004958,50-28-2,TGFBR2,7048,Rattus norvegicus,10116,Estradiol results in decreased expression of TGFBR2 mRNA,decreases^expression,7585526
tgfbr2,Estradiol,D004958,50-28-2,TGFBR2,7048,Rattus norvegicus,10116,Estradiol results in increased expression of TGFBR2 mRNA,increases^expression,35192832
tgfbr2,Ethanol,D000431,64-17-5,TGFBR2,7048,Homo sapiens,9606,[[Gasoline co-treated with Ethanol] results in increased abundance of [Particulate Matter co-treated with Polycyclic Aromatic Hydrocarbons]] which results in decreased expression of TGFBR2 mRNA,affects^cotreatment|decreases^expression|increases^abundance,29432896
tgfbr2,Ethanol,D000431,64-17-5,TGFBR2,7048,Mus musculus,10090,Ethanol results in increased expression of TGFBR2 mRNA,increases^expression,30319688
tgfbr2,Ethinyl Estradiol,D004997,57-63-6,TGFBR2,7048,Mus musculus,10090,Ethinyl Estradiol results in increased expression of TGFBR2 mRNA,increases^expression,17942748
tgfbr2,Ethinyl Estradiol,D004997,57-63-6,TGFBR2,7048,Mus musculus,10090,[Tetrachlorodibenzodioxin co-treated with Ethinyl Estradiol] results in increased expression of TGFBR2 mRNA,affects^cotreatment|increases^expression,17942748
tgfbr2,Folic Acid,D005492,59-30-3,TGFBR2,7048,Homo sapiens,9606,Folic Acid results in decreased expression of TGFBR2 mRNA,decreases^expression,21867686
